,Players PER,Players name,season
180,15.14,Mike Scott,2015
181,15.14,Luigi Datome,2015
182,15.03,Nerlens Noel,2015
183,14.96,Tony Wroten,2015
184,14.94,Jannero Pargo,2015
185,14.93,Carl Landry,2015
186,14.91,Lavoy Allen,2015
187,14.88,Kyle O'Quinn,2015
188,14.86,Devin Harris,2015
189,14.84,Jusuf Nurkic,2015
190,14.76,Tarik Black,2015
191,14.72,Robert Covington,2015
192,14.67,Patrick Patterson,2015
193,14.64,Jarrett Jack,2015
194,14.6,Jabari Parker,2015
195,14.49,Aaron Brooks,2015
196,14.45,Al-Farouq Aminu,2015
197,14.44,Donatas Motiejunas,2015
198,14.42,JaVale McGee,2015
199,14.33,Nene ,2015
200,14.27,Nick Young,2015
201,14.21,Kosta Koufos,2015
202,14.18,CJ Miles,2015
203,14.14,Steven Adams,2015
204,14.11,Joe Johnson,2015
205,14.02,Bradley Beal,2015
206,13.97,Andrew Wiggins,2015
207,13.92,D.J. Augustin,2015
208,13.86,Dwight Powell,2015
209,13.73,Marcus Morris,2015
210,13.6,Will Barton,2015
211,13.54,Alex Len,2015
212,13.44,Miles Plumlee,2015
213,13.41,Harrison Barnes,2015
214,13.31,Dewayne Dedmon,2015
215,13.29,Gerald Henderson,2015
216,13.24,Wilson Chandler,2015
217,13.2,Noah Vonleh,2015
218,13.16,Ryan Hollins,2015
219,13.15,Dwight Buycks,2015
220,13.1,Patty Mills,2015
221,13.04,Alonzo Gee,2015
222,13.02,Paul George,2015
223,12.91,Shaun Livingston,2015
224,12.88,Evan Turner,2015
225,14.23,Jeff Adrien,2015
226,14.18,Jodie Meeks,2015
227,14.15,Cody Zeller,2015
228,14.13,Michael Carter-Williams,2015
229,14.04,TJ Warren,2015
230,13.98,Corey Brewer,2015
231,13.93,Jae Crowder,2015
232,13.87,Elfrid Payton,2015
233,13.82,Thabo Sefolosha,2015
234,13.63,JR Smith,2015
235,13.6,O.J. Mayo,2015
236,13.49,Rajon Rondo,2015
237,13.42,Dorell Wright,2015
238,13.37,Andre Miller,2015
239,13.3,Tyler Hansbrough,2015
240,13.26,Cory Jefferson,2015
241,13.23,Shelvin Mack,2015
242,13.16,Donald Sloan,2015
243,13.15,CJ McCollum,2015
244,13.1,Nicolas Batum,2015
245,13.07,Alec Burks,2015
246,13.03,John Lucas III,2015
247,12.93,Ognjen Kuzmic,2015
248,12.89,Derrick Williams,2015
249,12.87,Jordan Adams,2015
250,12.76,Eric Gordon,2015
251,12.74,Trevor Ariza,2015
252,12.64,Trey Burke,2015
253,12.56,PJ Tucker,2015
254,12.47,Marco Belinelli,2015
255,12.47,Evan Fournier,2015
256,12.44,Isaiah Canaan,2015
257,12.36,Langston Galloway,2015
258,12.33,Nick Calathes,2015
259,12.31,Ish Smith,2015
260,12.26,Pablo Prigioni,2015
261,12.14,Jameer Nelson,2015
262,12.12,Clint Capela,2015
263,12.07,A.J. Price,2015
264,12.05,Jason Smith,2015
265,12.0,Furkan Aldemir,2015
266,11.96,Quincy Acy,2015
267,11.84,Phil Pressey,2015
268,11.79,Lou Amundson,2015
269,11.76,Mario Chalmers,2015
270,11.73,Jason Richardson,2015
271,11.66,Wayne Ellington,2015
272,11.64,Otto Porter Jr.,2015
273,11.62,Ekpe Udoh,2015
274,11.53,James Ennis III,2015
275,12.74,Boris Diaw,2015
276,12.67,Greivis Vasquez,2015
277,12.61,Kevin Seraphin,2015
278,12.54,Ray McCallum,2015
279,12.47,Raymond Felton,2015
280,12.45,Kendall Marshall,2015
281,12.39,Rodney Hood,2015
282,12.34,Andre Iguodala,2015
283,12.31,Jared Dudley,2015
284,12.26,Chase Budinger,2015
285,12.26,Joel Freeland,2015
286,12.13,Justin Holiday,2015
287,12.12,Tim Hardaway Jr.,2015
288,12.06,Tyler Johnson,2015
289,12.01,Tayshaun Prince,2015
290,11.97,Jon Leuer,2015
291,11.95,Drew Gooden,2015
292,11.82,Samuel Dalembert,2015
293,11.79,Marvin Williams,2015
294,11.74,Brian Roberts,2015
295,11.68,Reggie Evans,2015
296,11.64,Bojan Bogdanovic,2015
297,11.64,Mike Dunleavy,2015
298,11.57,Darrell Arthur,2015
299,11.51,Courtney Lee,2015
300,11.51,Avery Bradley,2015
301,11.48,Sebastian Telfair,2015
302,11.45,Aaron Gordon,2015
303,11.44,Rasual Butler,2015
304,11.37,Patrick Beverley,2015
305,11.34,Richard Jefferson,2015
306,11.29,Matt Barnes,2015
307,11.26,Toney Douglas,2015
308,11.23,Nick Collison,2015
309,11.18,Jerryd Bayless,2015
310,11.15,Luke Babbitt,2015
311,11.13,Gary Neal,2015
312,11.1,Anthony Tolliver,2015
313,11.09,Jorge Gutierrez,2015
314,11.03,Randy Foye,2015
315,11.02,Marcus Smart,2015
316,10.98,Hollis Thompson,2015
317,10.93,Robert Sacre,2015
318,10.93,Dion Waiters,2015
319,10.88,Glen Davis,2015
320,10.82,Landry Fields,2015
321,10.71,Mirza Teletovic,2015
322,10.7,Arron Afflalo,2015
323,10.66,Ben Gordon,2015
324,10.63,Alan Anderson,2015
325,11.48,Jason Terry,2015
326,11.48,Iman Shumpert,2015
327,11.45,Jack Cooley,2015
328,11.41,Anthony Bennett,2015
329,11.34,Jose Calderon,2015
330,11.31,Zach LaVine,2015
331,11.28,Archie Goodwin,2015
332,11.25,Kentavious Caldwell-Pope,2015
333,11.21,Terrence Ross,2015
334,11.17,Ramon Sessions,2015
335,11.14,Wesley Johnson,2015
336,11.1,James Jones,2015
337,11.1,Joey Dorsey,2015
338,11.06,Lorenzo Brown,2015
339,11.03,Shawn Marion,2015
340,11.0,Jabari Brown,2015
341,10.95,Garrett Temple,2015
342,10.93,Norris Cole,2015
343,10.9,Shane Larkin,2015
344,10.84,Ian Mahinmi,2015
345,10.77,David Stockton,2015
346,10.71,Michael Beasley,2015
347,10.68,Udonis Haslem,2015
348,10.66,KJ McDaniels,2015
349,10.6,Nate Robinson,2015
350,10.6,Luc Mbah a Moute,2015
351,10.57,Sergey Karasev,2015
352,10.54,Hedo Turkoglu,2015
353,10.53,Brandon Davies,2015
354,10.42,Ben McLemore,2015
355,10.38,E'Twaun Moore,2015
356,10.36,Austin Rivers,2015
357,10.26,Spencer Dinwiddie,2015
358,10.23,Jason Thompson,2015
359,10.22,Ronnie Price,2015
360,10.19,Tony Snell,2015
361,10.05,Kenyon Martin,2015
362,9.98,Sean Kilpatrick,2015
363,9.94,Quincy Pondexter,2015
364,9.83,Spencer Hawes,2015
365,9.69,Robbie John Hummel,2015
366,9.64,Joe Ingles,2015
367,9.57,Pero Antic,2015
368,9.48,Steve Blake,2015
369,9.39,JaKarr Sampson,2015
370,9.28,Shabazz Napier,2015
371,9.17,Markel Brown,2015
372,9.09,Andre Roberson,2015
373,8.99,P.J. Hairston,2015
374,8.87,Lance Stephenson,2015
375,10.57,Shawne Williams,2015
376,10.54,Joffrey Lauvergne,2015
377,10.54,Reggie Williams,2015
378,10.46,Jason Maxiell,2015
379,10.39,Chuck Hayes,2015
380,10.38,Andrew Nicholson,2015
381,10.27,Greg Smith,2015
382,10.24,Chris Johnson,2015
383,10.22,Josh McRoberts,2015
384,10.2,Solomon Hill,2015
385,10.13,Matt Bonner,2015
386,10.02,Luke Ridnour,2015
387,9.96,Jordan Farmar,2015
388,9.87,Jimmer Fredette,2015
389,9.7,Kent Bazemore,2015
390,9.66,Vince Carter,2015
391,9.61,Troy Daniels,2015
392,9.54,Channing Frye,2015
393,9.42,Elton Brand,2015
394,9.31,Caron Butler,2015
395,9.27,Victor Claver,2015
396,9.11,Brendan Haywood,2015
397,8.99,Erick Green,2015
398,8.97,Dante Cunningham,2015
399,8.85,Ian Clark,2015
400,8.77,Nazr Mohammed,2015
401,8.72,Jerami Grant,2015
402,8.66,Danny Granger,2015
403,8.6,CJ Wilcox,2015
404,8.59,Travis Wear,2015
405,8.51,James Young,2015
406,8.5,Alex Kirk,2015
407,8.46,Cleanthony Early,2015
408,8.36,Jordan Hamilton,2015
409,8.26,Jeffery Taylor,2015
410,8.21,Damjan Rudez,2015
411,8.19,Kyle Anderson,2015
412,8.03,Lance Thomas,2015
413,7.97,Willie Green,2015
414,7.87,Greg Stiemsma,2015
415,7.78,Kostas Papanikolaou,2015
416,7.5,Nik Stauskas,2015
417,7.44,Chris Copeland,2015
418,7.36,Jared Cunningham,2015
419,7.03,Kendrick Perkins,2015
420,6.82,Kirk Hinrich,2015
421,6.76,Earl Clark,2015
422,6.21,Reggie Bullock,2015
423,6.16,Doug McDermott,2015
424,5.87,Devyn Marble,2015
425,8.75,Elliot Williams,2015
426,8.7,Allen Crabbe,2015
427,8.63,Steve Novak,2015
428,8.59,Ryan Kelly,2015
429,8.56,Matthew Dellavedova,2015
430,8.5,Kyle Singler,2015
431,8.48,Glenn Robinson III,2015
432,8.42,Maurice Harkless,2015
433,8.29,Austin Daye,2015
434,8.22,Malcolm Thomas,2015
435,8.21,Zoran Dragic,2015
436,8.11,Tim Frazier,2015
437,8.02,Henry Walker,2015
438,7.9,Elijah Millsap,2015
439,7.79,DeJuan Blair,2015
440,7.75,Adreian Payne,2015
441,7.44,Quincy Miller,2015
442,7.37,Tyler Ennis,2015
443,7.2,Shavlik Randolph,2015
444,6.91,Perry Jones,2015
445,6.78,Darius Morris,2015
446,6.32,Ricky Ledo,2015
447,6.18,Gerald Wallace,2015
448,5.92,Martell Webster,2015
449,5.85,Will Cherry,2015
450,5.7,Dante Exum,2015
451,5.24,Lucas Nogueira,2015
452,5.13,John Salmons,2015
453,4.98,Gary Harris,2015
454,4.92,Jamaal Franklin,2015
455,4.79,Nick Johnson,2015
456,4.64,Mike Miller,2015
457,4.52,Larry Drew II,2015
458,4.33,Ronny Turiaf,2015
459,3.82,Johnny O'Bryant III,2015
460,3.62,Francisco Garcia,2015
461,3.31,Chris Douglas-Roberts,2015
462,2.42,David Wear,2015
463,1.9,Dahntay Jones,2015
464,1.57,Grant Jerrett,2015
465,1.14,Toure' Murry,2015
466,0.56,Gal Mekel,2015
467,-1.78,Bruno Caboclo,2015
468,-3.55,Glen Rice Jr.,2015
469,-5.06,Darius Miller,2015
470,-11.45,Seth Curry,2015
471,5.62,Joe Harris,2015
472,5.21,Russ Smith,2015
473,5.04,Earl Barron,2015
474,4.93,Xavier Henry,2015
475,4.88,Will Bynum,2015
476,4.66,Jerrelle Benimon,2015
477,4.63,Nate Wolters,2015
478,4.43,Shannon Brown,2015
479,4.04,Vander Blue,2015
480,3.73,Drew Gordon,2015
481,3.39,Miroslav Raduljica,2015
482,2.79,Andrei Kirilenko,2015
483,2.1,Cameron Bairstow,2015
484,1.62,Cartier Martin,2015
485,1.24,Jerel McNeal,2015
486,0.8,Brandon Rush,2015
487,-0.68,Kalin Lucas,2015
488,-2.55,Patrick Christopher,2015
489,-4.99,Andre Dawkins,2015
490,-7.5,Julius Randle,2015
491,-19.68,Malcolm Lee,2015
