GAME_DATE,Team_ID,Game_ID,GAME_DATE,MATCHUP,HomeTeam,VisitTeam,WL,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
2011-12-30,1610612761,0021100047,2011-12-30,TOR @ DAL,DAL,TOR,L,1,2,0.333,240,33,72,0.458,6,14,0.429,14,18,0.778,5,33,38,20,8,1,17,23,86
2011-12-30,1610612737,0021100042,2011-12-30,ATL vs. NJN,ATL,NJN,W,3,0,1.0,240,37,77,0.481,4,15,0.267,27,38,0.711,15,23,38,22,7,6,12,15,105
2011-12-30,1610612764,0021100046,2011-12-30,WAS @ MIL,MIL,WAS,L,0,3,0.0,240,30,85,0.353,7,18,0.389,14,19,0.737,9,26,35,19,9,5,14,22,81
2011-12-30,1610612756,0021100044,2011-12-30,PHX @ NOH,NOH,PHX,W,1,2,0.333,240,33,78,0.423,7,23,0.304,20,22,0.909,10,37,47,22,3,10,10,22,93
2011-12-30,1610612766,0021100039,2011-12-30,CHA vs. ORL,CHA,ORL,L,1,2,0.333,240,30,83,0.361,5,15,0.333,14,18,0.778,12,29,41,19,6,3,12,23,79
2011-12-30,1610612739,0021100040,2011-12-30,CLE @ IND,IND,CLE,L,1,2,0.333,265,34,88,0.386,5,25,0.2,18,31,0.581,9,40,49,13,7,9,18,28,91
2011-12-30,1610612738,0021100041,2011-12-30,BOS vs. DET,BOS,DET,W,1,3,0.25,240,35,67,0.522,7,16,0.438,19,19,1.0,5,25,30,25,4,6,10,18,96
2011-12-30,1610612754,0021100040,2011-12-30,IND vs. CLE,IND,CLE,W,3,0,1.0,265,36,94,0.383,2,10,0.2,24,32,0.75,17,43,60,15,9,10,16,27,98
2011-12-30,1610612749,0021100046,2011-12-30,MIL vs. WAS,MIL,WAS,W,2,1,0.667,240,39,73,0.534,8,20,0.4,16,25,0.64,10,40,50,26,5,7,20,19,102
2011-12-30,1610612746,0021100049,2011-12-30,LAC vs. CHI,LAC,CHI,L,1,2,0.333,240,41,80,0.513,7,15,0.467,12,20,0.6,9,22,31,26,6,3,11,22,101
